date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2023-08-02,21:30,Libertadores,Round of 16,Wed,Home,L,0,1,br Palmeiras,0.6,0.2,51.0,52587.0,Rodrigo Battaglia,4-2-3-1,Facundo Tello,Match Report,Leg 1 of 2,12,1,20.6,2.0,0,0,2023,Atletico Mineiro
2023-08-06,16:00,Série A,Matchweek 18,Sun,Away,W,2,0,São Paulo,1.9,0.9,32.0,53460.0,Rodrigo Battaglia,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,7,1,26.2,2.0,1,1,2023,Atletico Mineiro
2023-08-09,21:30,Libertadores,Round of 16,Wed,Away,D,0,0,br Palmeiras,0.8,1.4,55.0,,Rodrigo Battaglia,4-2-3-1,Fernando Rapallini,Match Report,Leg 2 of 2; Palmeiras won,7,0,27.4,3.0,0,0,2023,Atletico Mineiro
2023-08-13,11:00,Série A,Matchweek 19,Sun,Home,W,1,0,Bahia,1.1,0.6,40.0,29847.0,Rodrigo Battaglia,4-2-3-1,Savio Pereira,Match Report,,11,4,22.3,1.0,0,0,2023,Atletico Mineiro
2023-08-20,11:00,Série A,Matchweek 20,Sun,Away,L,0,1,Vasco da Gama,0.7,1.9,58.0,53540.0,Rodrigo Battaglia,4-2-3-1,Braulio da Silva Machado,Match Report,,10,5,22.8,3.0,0,0,2023,Atletico Mineiro
2023-08-27,16:00,Série A,Matchweek 21,Sun,Home,W,2,0,Santos,1.6,0.7,56.0,29782.0,Rodrigo Battaglia,4-2-3-1,Rafael Rodrigo Klein,Match Report,,15,6,17.5,0.0,0,0,2023,Atletico Mineiro
2023-09-02,16:00,Série A,Matchweek 22,Sat,Away,D,1,1,Ath Paranaense,0.4,2.0,48.0,18009.0,Mariano,4-2-3-1,Flavio de Souza,Match Report,,9,7,20.3,1.0,0,0,2023,Atletico Mineiro
2023-09-16,21:00,Série A,Matchweek 23,Sat,Home,W,1,0,Botafogo (RJ),1.3,0.1,42.0,31729.0,Rodrigo Battaglia,4-2-3-1,Ramon Abatti,Match Report,,13,6,19.5,3.0,0,0,2023,Atletico Mineiro
2023-09-23,21:00,Série A,Matchweek 24,Sat,Home,W,1,0,Cuiabá,0.6,0.4,64.0,,Rodrigo Battaglia,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,7,3,21.5,0.0,0,0,2023,Atletico Mineiro
2023-09-30,21:00,Série A,Matchweek 25,Sat,Away,W,2,0,Internacional,1.4,0.8,37.0,,Rodrigo Battaglia,4-2-3-1,Ramon Abatti Abel,Match Report,,8,5,11.9,0.0,0,0,2023,Atletico Mineiro
2023-10-08,18:30,Série A,Matchweek 26,Sun,Home,L,1,2,Coritiba,0.6,0.8,62.0,,Mariano,4-2-3-1,Marcelo de Lima Henrique,Match Report,,13,3,16.5,0.0,0,0,2023,Atletico Mineiro
2023-10-19,19:00,Série A,Matchweek 27,Thu,Away,W,2,0,Palmeiras,1.1,0.7,44.0,27718.0,Guilherme Arana,4-4-2,Bruno Arleu,Match Report,,13,3,24.8,2.0,0,0,2023,Atletico Mineiro
2023-10-22,16:00,Série A,Matchweek 28,Sun,Home,L,0,1,Cruzeiro,0.6,0.9,53.0,,Guilherme Arana,4-4-2,Ramon Abatti,Match Report,,9,1,25.8,1.0,0,0,2023,Atletico Mineiro
2023-10-25,19:00,Série A,Matchweek 29,Wed,Away,W,2,1,Bragantino,1.4,1.9,42.0,5494.0,Guilherme Arana,4-4-2,Marcelo de Lima Henrique,Match Report,,8,3,17.8,0.0,1,1,2023,Atletico Mineiro
2023-10-28,22:00,Série A,Matchweek 30,Sat,Home,W,2,0,Fluminense,1.2,0.8,47.0,,Guilherme Arana,4-4-2,Raphael Claus,Match Report,,18,3,21.6,1.0,0,0,2023,Atletico Mineiro
2023-11-01,21:30,Série A,Matchweek 31,Wed,Home,W,3,1,Fortaleza,2.3,0.4,56.0,28898.0,Guilherme Arana,4-4-2,Matheus Delgado Candançan,Match Report,,10,3,22.2,2.0,1,1,2023,Atletico Mineiro
2023-11-04,19:30,Série A,Matchweek 32,Sat,Away,D,1,1,América (MG),1.0,1.4,60.0,,Guilherme Arana,4-4-2,Rodrigo José Pereira de Lima,Match Report,,15,5,22.7,1.0,0,0,2023,Atletico Mineiro
2023-11-09,19:00,Série A,Matchweek 33,Thu,Away,D,1,1,Corinthians,1.1,1.5,60.0,30348.0,Guilherme Arana,4-2-3-1,Braulio da Silva Machado,Match Report,,14,3,18.6,0.0,0,0,2023,Atletico Mineiro
2023-11-12,18:30,Série A,Matchweek 34,Sun,Home,W,2,1,Goiás,1.2,1.0,48.0,,Guilherme Arana,4-4-2,Marcelo de Lima Henrique,Match Report,,7,3,21.1,1.0,1,1,2023,Atletico Mineiro
2023-11-26,16:00,Série A,Matchweek 35,Sun,Home,W,3,0,Grêmio,2.1,1.3,45.0,,Guilherme Arana,4-4-2,Braulio Machado,Match Report,,17,6,14.6,1.0,0,0,2023,Atletico Mineiro
2023-11-29,19:30,Série A,Matchweek 36,Wed,Away,W,3,0,Flamengo,1.2,1.0,41.0,65305.0,Guilherme Arana,4-4-2,Ramon Abatti,Match Report,,11,6,19.1,1.0,0,0,2023,Atletico Mineiro
2023-12-02,21:00,Série A,Matchweek 37,Sat,Home,W,2,1,São Paulo,0.8,1.9,48.0,53856.0,Réver,4-2-3-1,Savio Pereira,Match Report,,7,2,12.8,0.0,0,0,2023,Atletico Mineiro
2023-12-06,21:30,Série A,Matchweek 38,Wed,Away,L,1,4,Bahia,1.1,1.4,62.0,28019.0,Guilherme Arana,4-4-2,Ramon Abatti,Match Report,,7,5,22.1,2.0,0,0,2023,Atletico Mineiro
2023-04-05,17:00,Libertadores,Group stage,Wed,Away,L,1,2,ec SD Aucas,0.9,1.4,60.0,,Everton Ribeiro,3-4-3,José Argote,Match Report,,13,5,20.8,0.0,0,0,2023,Flamengo
2023-04-16,16:00,Série A,Matchweek 1,Sun,Home,W,3,0,Coritiba,1.4,0.4,58.0,42848.0,Everton Ribeiro,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,14,6,22.7,0.0,1,1,2023,Flamengo
2023-04-19,21:30,Libertadores,Group stage,Wed,Home,W,2,0,cl Ñublense,1.9,0.1,57.0,48895.0,Gabriel Barbosa,3-5-2,Wilmar Roldán,Match Report,,17,6,15.6,1.0,0,0,2023,Flamengo
2023-04-23,11:00,Série A,Matchweek 2,Sun,Away,L,1,2,Internacional,1.5,1.1,64.0,45751.0,Everton Ribeiro,4-1-2-1-2◆,Ramon Abatti Abel,Match Report,,16,4,15.8,1.0,0,0,2023,Flamengo
2023-04-30,16:00,Série A,Matchweek 3,Sun,Home,L,2,3,Botafogo (RJ),3.1,1.9,74.0,53138.0,Gabriel Barbosa,3-4-3,Edina Alves Batista,Match Report,,24,13,15.7,0.0,0,0,2023,Flamengo
2023-05-04,19:00,Libertadores,Group stage,Thu,Away,D,1,1,ar Racing Club,1.1,0.9,69.0,25325.0,Everton Ribeiro,4-3-1-2,Jesús Valenzuela,Match Report,,11,1,16.4,0.0,0,0,2023,Flamengo
2023-05-07,16:00,Série A,Matchweek 4,Sun,Away,L,1,2,Ath Paranaense,1.5,1.0,60.0,32949.0,Everton Ribeiro,4-4-2,Raphael Claus,Match Report,,13,3,22.8,0.0,1,1,2023,Flamengo
2023-05-10,20:00,Série A,Matchweek 5,Wed,Home,W,2,0,Goiás,2.6,0.7,57.0,44948.0,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,,22,4,14.9,0.0,1,1,2023,Flamengo
2023-05-13,16:00,Série A,Matchweek 6,Sat,Away,W,3,2,Bahia,2.2,1.4,48.0,48502.0,Gabriel Barbosa,4-1-4-1,Paulo Cesar Zanovelli da Silva,Match Report,,13,3,18.0,0.0,1,1,2023,Flamengo
2023-05-21,16:00,Série A,Matchweek 7,Sun,Home,W,1,0,Corinthians,0.6,1.2,64.0,64871.0,Gabriel Barbosa,4-2-2-2,Rafael Rodrigo Klein,Match Report,,10,3,21.4,1.0,0,0,2023,Flamengo
2023-05-24,20:30,Libertadores,Group stage,Wed,Away,D,1,1,cl Ñublense,0.9,1.1,60.0,,Gabriel Barbosa,4-3-3,Esteban Ostojich,Match Report,,7,3,20.4,1.0,0,0,2023,Flamengo
2023-05-27,18:30,Série A,Matchweek 8,Sat,Home,D,1,1,Cruzeiro,2.0,1.2,62.0,65270.0,Gabriel Barbosa,4-3-1-2,Luiz Flávio de Oliveira,Match Report,,13,2,18.9,0.0,0,1,2023,Flamengo
2023-06-05,20:00,Série A,Matchweek 9,Mon,Away,W,4,1,Vasco da Gama,1.1,1.5,55.0,46423.0,David Luiz,4-2-2-2,Braulio Machado,Match Report,,11,5,19.4,0.0,0,0,2023,Flamengo
2023-06-08,21:00,Libertadores,Group stage,Thu,Home,W,2,1,ar Racing Club,1.1,0.5,60.0,63963.0,Everton Ribeiro,4-2-2-2,Gustavo Tejera,Match Report,,6,3,14.5,0.0,0,0,2023,Flamengo
2023-06-11,18:30,Série A,Matchweek 10,Sun,Home,W,3,0,Grêmio,1.9,2.0,52.0,62967.0,Everton Ribeiro,4-2-2-2,Savio Pereira,Match Report,,14,4,16.0,0.0,0,0,2023,Flamengo
2023-06-22,21:30,Série A,Matchweek 11,Thu,Away,L,0,4,Bragantino,0.8,3.3,41.0,10103.0,Everton Ribeiro,4-2-3-1,Anderson Daronco,Match Report,,7,0,16.4,0.0,0,0,2023,Flamengo
2023-06-25,18:30,Série A,Matchweek 12,Sun,Away,W,3,2,Santos,0.8,1.8,67.0,,Everton Ribeiro,4-3-3,Wilton Sampaio,Match Report,,10,4,17.0,1.0,0,0,2023,Flamengo
2023-06-28,21:30,Libertadores,Group stage,Wed,Home,W,4,0,ec SD Aucas,5.0,0.4,66.0,62924.0,Everton Ribeiro,4-1-4-1,Andrés Rojas,Match Report,,22,9,14.5,0.0,0,0,2023,Flamengo
2023-07-01,18:30,Série A,Matchweek 13,Sat,Home,W,2,0,Fortaleza,1.3,1.6,58.0,64853.0,Everton Ribeiro,4-2-2-2,Savio Pereira,Match Report,,10,4,16.2,0.0,0,0,2023,Flamengo
2023-07-08,21:00,Série A,Matchweek 14,Sat,Away,D,1,1,Palmeiras,0.8,1.1,56.0,40229.0,David Luiz,4-3-3,Ramon Abatti,Match Report,,10,4,16.9,0.0,0,0,2023,Flamengo
2023-07-16,16:00,Série A,Matchweek 15,Sun,Away,D,0,0,Fluminense,0.4,1.5,46.0,62354.0,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,,8,3,19.5,1.0,0,0,2023,Flamengo
2023-07-22,16:00,Série A,Matchweek 16,Sat,Home,D,1,1,América (MG),2.5,1.3,66.0,60402.0,Everton Ribeiro,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,16,7,17.3,1.0,0,0,2023,Flamengo
2023-07-29,21:00,Série A,Matchweek 17,Sat,Away,W,2,1,Atlético Mineiro,1.8,0.9,60.0,22441.0,Everton Ribeiro,4-2-3-1,Flavio de Souza,Match Report,,6,5,19.4,1.0,0,0,2023,Flamengo
2023-08-03,21:00,Libertadores,Round of 16,Thu,Home,W,1,0,py Olimpia,1.6,0.8,74.0,67066.0,Everton Ribeiro,4-2-3-1,Darío Herrera,Match Report,Leg 1 of 2,16,5,18.1,0.0,0,0,2023,Flamengo
2023-08-06,19:00,Série A,Matchweek 18,Sun,Away,L,0,3,Cuiabá,0.8,1.9,62.0,33091.0,David Luiz,4-2-3-1,Anderson Daronco,Match Report,,10,4,17.6,0.0,0,0,2023,Flamengo
2023-08-10,20:00,Libertadores,Round of 16,Thu,Away,L,1,3,py Olimpia,0.4,1.3,55.0,,Everton Ribeiro,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Olimpia won,4,3,11.2,0.0,0,0,2023,Flamengo
2023-08-13,18:30,Série A,Matchweek 19,Sun,Home,D,1,1,São Paulo,1.4,0.8,54.0,62018.0,Gabriel Barbosa,4-2-3-1,Rafael Rodrigo Klein,Match Report,,18,6,21.2,0.0,1,1,2023,Flamengo
2023-08-20,16:00,Série A,Matchweek 20,Sun,Away,W,3,2,Coritiba,1.9,2.6,62.0,31851.0,Gabriel Barbosa,4-2-2-2,Raphael Claus,Match Report,,16,3,17.4,0.0,1,1,2023,Flamengo
2023-08-26,18:30,Série A,Matchweek 21,Sat,Home,D,0,0,Internacional,0.7,0.3,59.0,58892.0,Gabriel Barbosa,4-2-3-1,Edina Alves Batista,Match Report,,8,4,12.1,0.0,0,0,2023,Flamengo
2023-09-02,21:00,Série A,Matchweek 22,Sat,Away,W,2,1,Botafogo (RJ),0.8,1.1,52.0,40769.0,Bruno Henrique,4-2-3-1,Raphael Claus,Match Report,,12,4,21.7,0.0,0,0,2023,Flamengo
2023-09-13,21:30,Série A,Matchweek 23,Wed,Home,L,0,3,Ath Paranaense,0.5,2.3,58.0,20670.0,Gabriel Barbosa,3-4-3,Rafael Rodrigo Klein,Match Report,,13,4,22.8,1.0,0,0,2023,Flamengo
2023-09-20,19:00,Série A,Matchweek 24,Wed,Away,D,0,0,Goiás,0.5,0.1,64.0,13799.0,Everton Ribeiro,4-3-3,Raphael Claus,Match Report,,10,2,18.5,0.0,0,0,2023,Flamengo
2023-09-30,16:00,Série A,Matchweek 25,Sat,Home,W,1,0,Bahia,1.4,0.5,65.0,,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,,14,4,20.0,2.0,1,1,2023,Flamengo
2023-10-07,21:00,Série A,Matchweek 26,Sat,Away,D,1,1,Corinthians,0.9,1.0,57.0,,Everton Ribeiro,4-2-3-1,Anderson Daronco,Match Report,,20,7,24.7,1.0,0,0,2023,Flamengo
2023-10-19,19:00,Série A,Matchweek 27,Thu,Away,W,2,0,Cruzeiro,1.8,0.3,57.0,37073.0,Everton Ribeiro,4-3-3,Rafael Rodrigo Klein,Match Report,,8,1,17.1,0.0,1,1,2023,Flamengo
2023-10-22,16:00,Série A,Matchweek 28,Sun,Home,W,1,0,Vasco da Gama,0.5,1.1,47.0,69473.0,Bruno Henrique,4-2-3-1,Raphael Claus,Match Report,,10,5,20.6,2.0,0,0,2023,Flamengo
2023-10-25,21:30,Série A,Matchweek 29,Wed,Away,L,2,3,Grêmio,1.1,1.0,62.0,,Gerson,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,8,4,14.4,1.0,0,0,2023,Flamengo
2023-11-01,20:00,Série A,Matchweek 31,Wed,Home,L,1,2,Santos,1.2,0.6,60.0,,Bruno Henrique,4-2-3-1,Rafael Rodrigo Klein,Match Report,,8,4,17.1,0.0,0,0,2023,Flamengo
2023-11-05,16:00,Série A,Matchweek 32,Sun,Away,W,2,0,Fortaleza,0.7,0.8,48.0,49324.0,Giorgian De Arrascaeta,4-2-3-1,Anderson Daronco,Match Report,,7,5,11.8,0.0,0,0,2023,Flamengo
2023-11-08,21:30,Série A,Matchweek 33,Wed,Home,W,3,0,Palmeiras,1.4,1.0,51.0,64590.0,Gerson,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,12,6,18.5,0.0,0,0,2023,Flamengo
2023-11-11,18:30,Série A,Matchweek 34,Sat,Home,D,1,1,Fluminense,0.9,1.4,42.0,59970.0,Gerson,4-2-3-1,Wilton Pereira Sampaio,Match Report,,11,7,18.0,0.0,0,0,2023,Flamengo
2023-11-23,21:30,Série A,Matchweek 30,Thu,Home,W,1,0,Bragantino,1.1,1.3,53.0,,Gerson,4-2-3-1,Braulio Machado,Match Report,,16,4,14.9,0.0,0,0,2023,Flamengo
2023-11-26,18:30,Série A,Matchweek 35,Sun,Away,W,3,0,América (MG),3.0,0.5,57.0,,Bruno Henrique,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,24,8,17.1,1.0,0,0,2023,Flamengo
2023-11-29,19:30,Série A,Matchweek 36,Wed,Home,L,0,3,Atlético Mineiro,1.0,1.2,59.0,65305.0,Bruno Henrique,4-2-3-1,Ramon Abatti,Match Report,,19,4,19.7,1.0,0,0,2023,Flamengo
2023-12-03,16:00,Série A,Matchweek 37,Sun,Home,W,2,1,Cuiabá,1.5,0.8,68.0,,Filipe Luís,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,19,6,17.8,0.0,0,0,2023,Flamengo
2023-12-06,21:30,Série A,Matchweek 38,Wed,Away,L,0,1,São Paulo,0.4,0.5,57.0,36618.0,Gerson,4-2-3-1,Caio Max Augusto Vieira,Match Report,,10,2,18.8,0.0,0,0,2023,Flamengo
2023-04-06,20:00,Sudamericana,Group stage,Thu,Away,D,2,2,cl Deportes Magallanes,,,50.0,,Fernando Marçal,4-2-3-1,Christian Ferreyra,Match Report,,14,5,,,0,0,2023,Botafogo RJ
2023-04-15,18:30,Série A,Matchweek 1,Sat,Home,W,2,1,São Paulo,0.9,2.0,33.0,11708.0,Víctor Cuesta,4-2-3-1,Ramon Abatti Abel,Match Report,,12,3,18.3,0.0,0,0,2023,Botafogo RJ
2023-04-20,21:00,Sudamericana,Group stage,Thu,Home,W,4,0,pe U César Vallejo,,,70.0,19486.0,Víctor Cuesta,4-2-3-1,Maximiliano Ramírez,Match Report,,24,9,,,2,2,2023,Botafogo RJ
2023-04-24,20:00,Série A,Matchweek 2,Mon,Away,W,2,1,Bahia,0.2,0.9,42.0,27822.0,Víctor Cuesta,4-2-3-1,Raphael Claus,Match Report,,5,3,21.9,0.0,0,0,2023,Botafogo RJ
2023-04-30,16:00,Série A,Matchweek 3,Sun,Away,W,3,2,Flamengo,1.9,3.1,26.0,53138.0,Fernando Marçal,4-2-3-1,Edina Alves Batista,Match Report,,11,5,16.8,0.0,1,1,2023,Botafogo RJ
2023-05-04,21:00,Sudamericana,Group stage,Thu,Home,D,0,0,ec LDU de Quito,,,54.0,,Fernando Marçal,4-2-3-1,Darío Herrera,Match Report,,16,6,,,0,0,2023,Botafogo RJ
2023-05-07,18:30,Série A,Matchweek 4,Sun,Home,W,2,0,Atlético Mineiro,2.0,0.5,39.0,18218.0,Víctor Cuesta,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,22,7,17.7,0.0,0,0,2023,Botafogo RJ
2023-05-11,19:30,Série A,Matchweek 5,Thu,Home,W,3,0,Corinthians,2.6,0.6,53.0,22388.0,Fernando Marçal,4-2-3-1,Anderson Daronco,Match Report,,15,5,24.7,1.0,1,1,2023,Botafogo RJ
2023-05-14,18:30,Série A,Matchweek 6,Sun,Away,L,1,2,Goiás,1.5,1.9,53.0,6674.0,Fernando Marçal,4-2-3-1,Rafael Rodrigo Klein,Match Report,,16,1,20.2,1.0,1,1,2023,Botafogo RJ
2023-05-20,18:30,Série A,Matchweek 7,Sat,Home,W,1,0,Fluminense,1.4,0.9,35.0,24732.0,Fernando Marçal,4-2-3-1,Braulio da Silva Machado,Match Report,,21,7,17.7,0.0,0,0,2023,Botafogo RJ
2023-05-25,19:00,Sudamericana,Group stage,Thu,Away,W,3,2,pe U César Vallejo,,,51.0,,Fernando Marçal,4-2-3-1,Facundo Tello,Match Report,,10,3,,,0,0,2023,Botafogo RJ
2023-05-28,19:00,Série A,Matchweek 8,Sun,Home,W,2,0,América (MG),2.1,0.4,55.0,23708.0,Fernando Marçal,4-2-3-1,Raphael Claus,Match Report,,18,6,17.5,1.0,0,0,2023,Botafogo RJ
2023-06-03,18:30,Série A,Matchweek 9,Sat,Away,L,0,1,Ath Paranaense,0.6,0.9,51.0,18684.0,Víctor Cuesta,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,13,4,20.4,0.0,0,0,2023,Botafogo RJ
2023-06-06,21:00,Sudamericana,Group stage,Tue,Away,D,0,0,ec LDU de Quito,,,37.0,11212.0,Víctor Cuesta,4-2-3-1,José Argote,Match Report,,9,3,,,0,0,2023,Botafogo RJ
2023-06-10,21:00,Série A,Matchweek 10,Sat,Home,W,2,0,Fortaleza,3.7,0.4,54.0,19297.0,Víctor Cuesta,4-2-3-1,Wilton Sampaio,Match Report,,20,9,17.0,2.0,0,1,2023,Botafogo RJ
2023-06-22,19:00,Série A,Matchweek 11,Thu,Away,W,1,0,Cuiabá,1.2,1.1,48.0,13981.0,Víctor Cuesta,4-3-3,Flavio Rodrigues de Souza,Match Report,,4,2,28.5,0.0,1,1,2023,Botafogo RJ
2023-06-25,16:00,Série A,Matchweek 12,Sun,Away,W,1,0,Palmeiras,0.8,2.6,36.0,38877.0,Víctor Cuesta,4-2-3-1,Anderson Daronco,Match Report,,6,2,18.1,0.0,0,0,2023,Botafogo RJ
2023-06-29,21:00,Sudamericana,Group stage,Thu,Home,D,1,1,cl Deportes Magallanes,,,53.0,27504.0,Víctor Cuesta,4-2-3-1,Bismark Santiago,Match Report,,23,7,,,0,0,2023,Botafogo RJ
2023-07-02,16:00,Série A,Matchweek 13,Sun,Home,W,2,0,Vasco da Gama,1.7,0.9,60.0,38798.0,Víctor Cuesta,4-2-3-1,Raphael Claus,Match Report,,16,6,15.1,2.0,0,0,2023,Botafogo RJ
2023-07-09,18:30,Série A,Matchweek 14,Sun,Away,W,2,0,Grêmio,1.1,1.6,48.0,47029.0,Víctor Cuesta,4-2-3-1,Flavio de Souza,Match Report,,15,6,21.9,0.0,0,0,2023,Botafogo RJ
2023-07-12,19:00,Sudamericana,Knockout round play-offs,Wed,Away,W,2,0,ar Patronato,,,39.0,3759.0,Fernando Marçal,4-2-3-1,Gery Vargas,Match Report,Leg 1 of 2,8,5,,,0,0,2023,Botafogo RJ
2023-07-15,21:00,Série A,Matchweek 15,Sat,Home,W,2,0,Bragantino,1.0,1.4,38.0,37036.0,Fernando Marçal,4-2-3-1,Anderson Daronco,Match Report,,10,3,18.1,1.0,0,0,2023,Botafogo RJ
2023-07-19,19:00,Sudamericana,Knockout round play-offs,Wed,Home,D,1,1,ar Patronato,,,46.0,,Víctor Cuesta,4-2-3-1,Kevin Ortega,Match Report,Leg 2 of 2; Botafogo (RJ) won,10,2,,,0,0,2023,Botafogo RJ
2023-07-23,16:00,Série A,Matchweek 16,Sun,Away,D,2,2,Santos,1.0,0.9,63.0,,Fernando Marçal,4-2-3-1,Ramon Abatti Abel,Match Report,,18,6,17.7,0.0,0,0,2023,Botafogo RJ
2023-07-30,16:00,Série A,Matchweek 17,Sun,Home,W,4,1,Coritiba,0.9,1.2,57.0,43071.0,Fernando Marçal,4-2-3-1,João Vitor Gobi,Match Report,,14,7,17.8,0.0,0,0,2023,Botafogo RJ
2023-08-02,19:00,Sudamericana,Round of 16,Wed,Home,W,2,1,py Guaraní,,,73.0,,Víctor Cuesta,4-2-3-1,Andrés Matonte,Match Report,Leg 1 of 2,19,6,,,1,1,2023,Botafogo RJ
2023-08-06,18:30,Série A,Matchweek 18,Sun,Away,D,0,0,Cruzeiro,0.1,0.9,33.0,44759.0,Fernando Marçal,4-2-3-1,Raphael Claus,Match Report,,2,1,23.4,0.0,0,0,2023,Botafogo RJ
2023-08-09,18:00,Sudamericana,Round of 16,Wed,Away,D,0,0,py Guaraní,,,57.0,4273.0,Fernando Marçal,4-2-3-1,Felipe González Alveal,Match Report,Leg 2 of 2; Botafogo (RJ) won,11,1,,,0,0,2023,Botafogo RJ
2023-08-12,21:00,Série A,Matchweek 19,Sat,Home,W,3,1,Internacional,2.3,1.7,50.0,39598.0,Víctor Cuesta,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,18,10,16.9,1.0,0,0,2023,Botafogo RJ
2023-08-19,16:00,Série A,Matchweek 20,Sat,Away,D,0,0,São Paulo,0.9,0.7,36.0,51946.0,Fernando Marçal,4-2-3-1,Ramon Abatti,Match Report,,12,0,21.3,1.0,0,0,2023,Botafogo RJ
2023-08-23,19:00,Sudamericana,Quarter-finals,Wed,Home,D,1,1,ar Defensa y Just,,,60.0,25255.0,Víctor Cuesta,4-2-3-1,Gery Vargas,Match Report,Leg 1 of 2,16,8,,,0,0,2023,Botafogo RJ
2023-08-27,16:00,Série A,Matchweek 21,Sun,Home,W,3,0,Bahia,2.3,1.2,44.0,39610.0,Víctor Cuesta,4-2-3-1,Flavio de Souza,Match Report,,10,5,20.6,0.0,0,0,2023,Botafogo RJ
2023-08-30,19:00,Sudamericana,Quarter-finals,Wed,Away,L,1,2,ar Defensa y Just,,,61.0,,Fernando Marçal,4-2-3-1,John J. Ospina,Match Report,Leg 2 of 2; Defensa y Just won,14,6,,,0,0,2023,Botafogo RJ
2023-09-02,21:00,Série A,Matchweek 22,Sat,Home,L,1,2,Flamengo,1.1,0.8,48.0,40769.0,Fernando Marçal,4-2-3-1,Raphael Claus,Match Report,,17,6,21.1,1.0,0,0,2023,Botafogo RJ
2023-09-16,21:00,Série A,Matchweek 23,Sat,Away,L,0,1,Atlético Mineiro,0.1,1.3,58.0,31729.0,Fernando Marçal,4-2-3-1,Ramon Abatti,Match Report,,7,0,25.8,0.0,0,0,2023,Botafogo RJ
2023-09-22,20:00,Série A,Matchweek 24,Fri,Away,L,0,1,Corinthians,0.5,1.1,34.0,,Fernando Marçal,4-2-3-1,Paulo Zanovelli,Match Report,,9,2,22.0,1.0,0,0,2023,Botafogo RJ
2023-10-02,20:00,Série A,Matchweek 25,Mon,Home,D,1,1,Goiás,0.9,0.5,60.0,34294.0,Víctor Cuesta,4-2-3-1,Braulio da Silva Machado,Match Report,,18,6,20.1,1.0,0,0,2023,Botafogo RJ
2023-10-08,16:00,Série A,Matchweek 26,Sun,Away,W,2,0,Fluminense,1.9,1.1,34.0,,Fernando Marçal,4-2-3-1,Leandro Pedro Vuaden,Match Report,,12,5,15.5,0.0,0,0,2023,Botafogo RJ
2023-10-18,20:00,Série A,Matchweek 27,Wed,Away,W,2,1,América (MG),0.5,2.9,53.0,6230.0,Víctor Cuesta,4-2-3-1,Anderson Daronco,Match Report,,6,2,18.2,0.0,0,0,2023,Botafogo RJ
2023-10-22,15:00,Série A,Matchweek 28,Sun,Home,D,1,1,Ath Paranaense,0.9,1.1,61.0,,Fernando Marçal,4-2-3-1,Matheus Delgado Candançan,Match Report,,10,5,15.6,0.0,0,0,2023,Botafogo RJ
2023-10-29,20:00,Série A,Matchweek 30,Sun,Home,L,0,1,Cuiabá,2.0,1.1,67.0,30659.0,Fernando Marçal,4-2-3-1,Wilton Pereira Sampaio,Match Report,,32,9,20.2,0.0,0,0,2023,Botafogo RJ
2023-11-01,21:30,Série A,Matchweek 31,Wed,Home,L,3,4,Palmeiras,3.5,1.7,40.0,34913.0,Fernando Marçal,4-2-3-1,Braulio da Silva Machado,Match Report,,17,7,20.0,1.0,0,1,2023,Botafogo RJ
2023-11-06,19:00,Série A,Matchweek 32,Mon,Away,L,0,1,Vasco da Gama,0.5,0.5,58.0,,Fernando Marçal,4-2-3-1,Leandro Pedro Vuaden,Match Report,,12,2,20.8,0.0,0,0,2023,Botafogo RJ
2023-11-09,20:00,Série A,Matchweek 33,Thu,Home,L,3,4,Grêmio,1.4,2.0,51.0,17708.0,Víctor Cuesta,4-2-3-1,Ramon Abatti,Match Report,,12,5,16.2,1.0,0,0,2023,Botafogo RJ
2023-11-12,16:00,Série A,Matchweek 34,Sun,Away,D,2,2,Bragantino,0.8,2.9,35.0,,Fernando Marçal,4-2-3-1,Anderson Daronco,Match Report,,11,4,18.9,0.0,0,0,2023,Botafogo RJ
2023-11-23,19:00,Série A,Matchweek 29,Thu,Away,D,2,2,Fortaleza,0.8,2.0,69.0,,Fernando Marçal,4-2-3-1,Ramon Abatti,Match Report,,9,1,15.0,1.0,0,0,2023,Botafogo RJ
2023-11-26,16:00,Série A,Matchweek 35,Sun,Home,D,1,1,Santos,1.6,0.3,46.0,26548.0,Víctor Cuesta,3-4-3,Wilton Pereira Sampaio,Match Report,,18,4,19.8,3.0,0,0,2023,Botafogo RJ
